ts,username,platform,ms_played,conn_country,ip_addr_decrypted,user_agent_decrypted,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode
2023-04-22T21:05:35Z,mkansara_6,ios,3297,US,172.58.232.121,unknown,El Belicon,Peso Pluma,El Belicón,spotify:track:5bU6rOWXTwagpjUcGp7I8N,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682197532,FALSE
2023-04-22T21:05:37Z,mkansara_6,ios,2414,US,172.58.232.121,unknown,Las Morras,Peso Pluma,Las Morras,spotify:track:7Lkxvfl2rkNYWS4kBDCQtN,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682197535,FALSE
2023-04-22T21:07:50Z,mkansara_6,ios,133654,US,172.58.232.121,unknown,Rosa Pastel,Peso Pluma,Rosa Pastel,spotify:track:4LreWoO3cpgiIfrRwbOUSF,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682197537,FALSE
2023-04-22T21:07:52Z,mkansara_6,ios,1277,US,172.58.232.121,unknown,PRC,Peso Pluma,PRC,spotify:track:2mpoNBkngUEwnaKoBhZ0vl,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682197671,FALSE
2023-04-22T21:07:54Z,mkansara_6,ios,2902,US,172.58.232.121,unknown,30,TiaCorine,34Corine,spotify:track:2fTGh0imCRgP2FcsLLlj01,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682197672,FALSE
2023-04-22T21:07:56Z,mkansara_6,ios,1602,US,172.58.232.121,unknown,LUV ME,OG Spliff,PRE ROLL,spotify:track:5R05zM2A2BUuTyPvyf6SsZ,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682197675,FALSE
2023-04-22T21:09:10Z,mkansara_6,ios,76115,US,172.58.232.121,unknown,FreakyT (Sped Up),TiaCorine,FreakyT (Sped Up),spotify:track:5ora1hAeubOxDDE29Jw4Er,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682197677,FALSE
2023-04-22T21:10:27Z,mkansara_6,ios,75232,US,172.58.232.121,unknown,FreakyT,TiaCorine,I Can't Wait,spotify:track:4CCrZzRdeWYrWJ0DoN4XCa,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682197753,FALSE
2023-04-22T21:10:29Z,mkansara_6,ios,1811,US,172.58.232.121,unknown,Andale,DJ Drama,I'M REALLY LIKE THAT,spotify:track:4EgZqNfwsDJ1HvvSMEXypp,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682197828,FALSE
2023-04-22T21:10:32Z,mkansara_6,ios,2182,US,172.58.232.121,unknown,Princess Diana (with Nicki Minaj),Ice Spice,Princess Diana (with Nicki Minaj),spotify:track:0ZxhtATQ0a6EvQNZ0z6NKV,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682197830,FALSE
2023-04-22T21:10:36Z,mkansara_6,ios,4411,US,172.58.232.121,unknown,Spin Bout U,Drake,Her Loss,spotify:track:2ZL7WZcjuYKi1KUDtp4kCC,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682197833,FALSE
2023-04-22T21:40:26Z,mkansara_6,ios,269360,US,172.58.233.94,unknown,Rebel Rebel - 1999 Remaster,David Bowie,Best of Bowie,spotify:track:6LNwcU77wgVQ5PLSnrRwAN,,,,fwdbtn,trackdone,FALSE,FALSE,FALSE,1682197837,FALSE
2023-04-22T21:42:03Z,mkansara_6,ios,95900,US,172.58.233.94,unknown,Rebel Rebel,David Bowie,Reality,spotify:track:3bdEtobvgxJNoV8kiNGObK,,,,trackdone,fwdbtn,FALSE,TRUE,FALSE,1682199627,FALSE
2023-04-22T21:42:52Z,mkansara_6,ios,48738,US,172.58.233.94,unknown,"Soweto (with Don Toliver, Rema & Tempoe)",Victony,"Soweto (with Don Toliver, Rema and Tempoe)",spotify:track:25Kyv5SeEenT0EETpP2hYn,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682199724,FALSE
2023-04-22T21:43:28Z,mkansara_6,ios,35503,US,172.58.233.94,unknown,Meant To Be,Tegi Pannu,Meant To Be,spotify:track:6kGz2nkQTQtsNAhRtRQFjj,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682199773,FALSE
2023-04-22T21:43:31Z,mkansara_6,ios,4109,US,172.58.233.94,unknown,Gal Karni,Twinbeatz,Stay Tuned,spotify:track:7h72e56ZnaUYOdrQQ5dYIQ,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682199808,FALSE
2023-04-22T21:44:21Z,mkansara_6,ios,48576,US,172.58.233.94,unknown,Search & Rescue,Drake,Search & Rescue,spotify:track:7aRCf5cLOFN1U7kvtChY1G,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682199812,FALSE
2023-04-22T21:44:24Z,mkansara_6,ios,3274,US,172.58.233.94,unknown,Sohne Lagde,Sidhu Moose Wala,Sohne Lagde,spotify:track:0ydyIEJ02X3kcZ6Bop6sHO,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682199861,FALSE
2023-04-22T21:45:48Z,mkansara_6,ios,84288,US,172.58.233.94,unknown,SHINE,Aminé,ONEPOINTFIVE,spotify:track:1OWGLpptXlHLw1yibeHiHa,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682199864,FALSE
2023-04-22T21:45:50Z,mkansara_6,ios,1950,US,172.58.233.94,unknown,What Can I Do,Mobb Deep,Free Agents,spotify:track:7pQjPLo9eqchRQhesB12mk,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682199948,FALSE
2023-04-22T21:45:52Z,mkansara_6,ios,1207,US,172.58.233.94,unknown,Yandel 150,Yandel,Yandel 150,spotify:track:2oiixB9QMIzhWaHGVlQx4g,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682199952,FALSE
2023-04-22T21:45:52Z,mkansara_6,ios,1532,US,172.58.233.94,unknown,Bad Guy,UnoTheActivist,Bad Guy,spotify:track:4RKqg7sDK06GRQu4uSeJ3r,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682199950,FALSE
2023-04-22T21:45:53Z,mkansara_6,ios,1230,US,172.58.233.94,unknown,Wait - Chromeo Remix,Maroon 5,Wait,spotify:track:0eayB5jay6m21D816D7jF4,,,,fwdbtn,backbtn,FALSE,TRUE,FALSE,1682199953,FALSE
2023-04-22T21:48:07Z,mkansara_6,ios,132725,US,172.58.233.94,unknown,Yandel 150,Yandel,Yandel 150,spotify:track:2oiixB9QMIzhWaHGVlQx4g,,,,backbtn,fwdbtn,FALSE,TRUE,FALSE,1682199954,FALSE
2023-04-22T21:49:29Z,mkansara_6,ios,82059,US,172.58.233.94,unknown,Wait - Chromeo Remix,Maroon 5,Wait,spotify:track:0eayB5jay6m21D816D7jF4,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682200087,FALSE
2023-04-22T21:49:31Z,mkansara_6,ios,2507,US,172.58.233.94,unknown,India Part II,Lil Durk,Signed To The Streets 3,spotify:track:0rAA7LLo607ItKLcaXo9ga,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682200169,FALSE
2023-04-22T21:49:33Z,mkansara_6,ios,1996,US,172.58.233.94,unknown,Slam,Onyx,Bacdafucup,spotify:track:0W2mz7mvaBaEsC4rmoRNPn,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682200172,FALSE
2023-04-22T21:49:36Z,mkansara_6,ios,2252,US,172.58.233.94,unknown,Walk In New York,Onyx,All We Got Iz Us,spotify:track:3YsxFbSzqiPVkyiinQImSw,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682200174,FALSE
2023-04-22T21:49:37Z,mkansara_6,ios,1950,US,172.58.233.94,unknown,Every Since,UnoTheActivist,Whole Thang,spotify:track:1s2xgFFCKjHMi7lOKUBAlk,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682200176,FALSE
2023-04-22T21:49:38Z,mkansara_6,ios,1021,US,172.58.233.94,unknown,Want From Me,UnoTheActivist,Whole Thang,spotify:track:4GAmkg6X0QhiQ4GwL7rJ7y,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682200178,FALSE
2023-04-22T21:49:40Z,mkansara_6,ios,1462,US,172.58.233.94,unknown,Booted Up,UnoTheActivist,Whole Thang,spotify:track:1nt7V3Sw0oXKJAMpcnsaSK,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682200179,FALSE
2023-04-22T21:49:42Z,mkansara_6,ios,1904,US,172.58.233.94,unknown,Whole Thang,UnoTheActivist,Whole Thang,spotify:track:1cvIVZ5KuxRM4PU3d2Jj9q,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682200180,FALSE
2023-04-22T21:49:44Z,mkansara_6,ios,1416,US,172.58.233.94,unknown,Taco Bell,UnoTheActivist,Unoverse,spotify:track:1b6yOQKb9JYkCtBlsH5QGD,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682200182,FALSE
2023-04-22T21:51:34Z,mkansara_6,ios,109969,US,172.58.233.94,unknown,Rebel Rebel,Seu Jorge,The Life Aquatic Exclusive Studio Sessions Featuring Seu Jorge,spotify:track:5mZYRyOPWVlTtPGWHJCbAL,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682200184,FALSE
2023-04-22T21:51:42Z,mkansara_6,ios,8452,US,172.58.233.94,unknown,Erase Me - Album Version (Edited),Kid Cudi,Man On The Moon II: The Legend Of Mr. Rager,spotify:track:3FiKrpfNMalCIhX49Xt4l6,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682200294,FALSE
2023-04-22T21:54:49Z,mkansara_6,ios,187129,US,172.58.233.94,unknown,Nasha,Shevya,Nasha,spotify:track:3bjvil1ThkVIeTJLjYid7F,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682200302,FALSE
2023-04-22T21:54:52Z,mkansara_6,ios,3157,US,172.58.233.94,unknown,Jashn-E-Bahaaraa,A.R. Rahman,Jodhaa Akbar,spotify:track:1O5mTSQa0sCce9ghhDqIZl,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682200489,FALSE
2023-04-22T21:57:37Z,mkansara_6,ios,164466,US,172.58.233.94,unknown,Latch - Acoustic,Sam Smith,In The Lonely Hour,spotify:track:5vUNRJsvEOUsz4sbKkJpFr,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682200493,FALSE
2023-04-22T21:57:40Z,mkansara_6,ios,2879,US,172.58.233.94,unknown,Kamm Koi Na,The Landers,Kamm Koi Na,spotify:track:5YctxMWPzEXjnmHLA0mYUN,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682200657,FALSE
2023-04-22T21:57:42Z,mkansara_6,ios,1625,US,172.58.233.94,unknown,Check,Young Thug,Barter 6,spotify:track:1jk9c0gZI0wbn5GvAj7PBV,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682200660,FALSE
2023-04-22T21:57:43Z,mkansara_6,ios,1718,US,172.58.233.94,unknown,Danny Glover,Young Thug,Trap Still Boomin' 2,spotify:track:0VL32DjEZZiOj2dYo9a0NX,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682200662,FALSE
2023-04-22T21:59:20Z,mkansara_6,ios,96316,US,172.58.233.94,unknown,Wytb,Karan Aujla,Wytb,spotify:track:0mitUgVDvaKFw4EuXZ8nLx,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682200664,FALSE
2023-04-22T21:59:22Z,mkansara_6,ios,2763,US,172.58.233.94,unknown,No Pole,Don Toliver,Love Sick,spotify:track:0eaVIYo2zeOaGJeqZ5TwYz,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682200760,FALSE
2023-04-22T21:59:24Z,mkansara_6,ios,1277,US,172.58.233.94,unknown,LoveSickness,Don Toliver,Love Sick,spotify:track:0J8oWLQ8wp3xparv98OJsa,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682200763,FALSE
2023-04-22T21:59:26Z,mkansara_6,ios,3041,US,172.58.233.94,unknown,Go Down (feat. TisaKorean),Don Toliver,Love Sick,spotify:track:2Qr5PWUt8XycAAv338LicY,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682200764,FALSE
2023-04-22T22:00:24Z,mkansara_6,ios,57237,US,172.58.233.94,unknown,Watch This - ARIZONATEARS Pluggnb Remix,Lil Uzi Vert,Watch This,spotify:track:0FA4wrjDJvJTTU8AepZTup,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682200767,FALSE
2023-04-22T22:00:26Z,mkansara_6,ios,1509,US,172.58.233.94,unknown,Thief in the Night,Young Thugger,Slime Sea2on,spotify:track:0grRspZbXKQqkvZIbwE1pB,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682200824,FALSE
2023-04-22T22:01:04Z,mkansara_6,ios,38080,US,172.58.233.94,unknown,Pookkal Pookkum,G. V. Prakash,Madharasapattinam,spotify:track:7hMKAmUlUUYa5qEiHWK4bk,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682200826,FALSE
2023-04-22T22:01:45Z,mkansara_6,ios,41192,US,172.58.233.94,unknown,Footsteps In The Dark - Originally Performed By The Isley Brothers,Cannons,Covers by Cannons,spotify:track:65535VXGF13rEDWhMB3HiY,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682200864,FALSE
2023-04-22T22:01:46Z,mkansara_6,ios,975,US,172.58.233.94,unknown,War,Chief Keef,"The Leek, Vol. 1",spotify:track:7wB65f2fGFFn07zmwzz087,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682200905,FALSE
2023-04-22T22:01:47Z,mkansara_6,ios,998,US,172.58.233.94,unknown,Close That Door,Chief Keef,"The Leek, Vol. 1",spotify:track:5Xr8neZav5CHRcYttF9Gtm,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682200906,FALSE
2023-04-22T22:01:48Z,mkansara_6,ios,1323,US,172.58.233.94,unknown,if looks could kill,Destroy Lonely,if looks could kill,spotify:track:1cdqNRXIRrvT4HnApj6yw6,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682200907,FALSE
2023-04-22T22:01:49Z,mkansara_6,ios,1207,US,172.58.233.94,unknown,Embarrassed (feat. Travis Scott),Don Toliver,Embarrassed (feat. Travis Scott),spotify:track:60om0XhleyPKnNnmzkWR7l,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682200909,FALSE
2023-04-22T22:01:51Z,mkansara_6,ios,1439,US,172.58.233.94,unknown,On God (Freestyle),Bhalwaan,On God (Freestyle),spotify:track:4zKDp8cjwWaLNO3V7Sk6b8,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682200910,FALSE
2023-04-22T22:01:52Z,mkansara_6,ios,1253,US,172.58.233.94,unknown,Relationship Status,Rampage,Relationship Status,spotify:track:0hw6TDTSTscneyapTEHG2i,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682200911,FALSE
2023-04-22T22:01:53Z,mkansara_6,ios,1207,US,172.58.233.94,unknown,SPAIN,Jassa Dhillon,VIBIN,spotify:track:4ZVtid5khBfDx6Co0vTUE6,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682200913,FALSE
2023-04-22T22:01:55Z,mkansara_6,ios,1695,US,172.58.233.94,unknown,The Chain - 2004 Remaster,Fleetwood Mac,Rumours,spotify:track:5e9TFTbltYBg2xThimr0rU,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682200914,FALSE
2023-04-22T22:01:57Z,mkansara_6,ios,1369,US,172.58.233.94,unknown,200 FOR LUNCH,Gunna,WUNNA,spotify:track:6SpBKyfn9BnvnoQbUGPlYM,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682200916,FALSE
2023-04-22T22:01:57Z,mkansara_6,ios,1300,US,172.58.233.94,unknown,Warm - Original,K-Trap,Warm,spotify:track:0h67w8nvVRIq5jOm4YO2Da,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682200917,FALSE
2023-04-22T22:02:00Z,mkansara_6,ios,1787,US,172.58.233.94,unknown,Them Changes,Thundercat,Drunk,spotify:track:7CH99b2i1TXS5P8UUyWtnM,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682200918,FALSE
2023-04-22T22:04:22Z,mkansara_6,ios,143151,US,172.58.233.94,unknown,"Footsteps in the Dark, Pts. 1 & 2",The Isley Brothers,Go for Your Guns,spotify:track:1tL5a9jowsWMtn3wkFYsG9,,,,fwdbtn,backbtn,FALSE,TRUE,FALSE,1682200920,FALSE
2023-04-23T09:48:28Z,mkansara_6,ios,35363,US,24.45.74.97,unknown,Them Changes,Thundercat,Drunk,spotify:track:7CH99b2i1TXS5P8UUyWtnM,,,,backbtn,endplay,FALSE,TRUE,FALSE,1682201063,FALSE
2023-04-23T09:49:51Z,mkansara_6,ios,78831,US,172.58.233.81,unknown,The Thrill,Wiz Khalifa,The Thrill,spotify:track:56oGoEjA9eTZYgsttEFKY3,,,,clickrow,fwdbtn,FALSE,TRUE,FALSE,1682243309,FALSE
2023-04-23T09:54:32Z,mkansara_6,ios,280566,US,172.58.233.81,unknown,WARNING,Karan Bhargava,US AGAINST THE WORLD,spotify:track:46dRzpoEnejRhz9TpmBxoz,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682243392,FALSE
2023-04-23T09:56:54Z,mkansara_6,ios,142500,US,172.58.233.81,unknown,SURREY AALE,Sharn,SURREY AALE,spotify:track:37lPezjU5ZTTh0H06HEFKb,,,,fwdbtn,trackdone,FALSE,FALSE,FALSE,1682243673,FALSE
2023-04-23T17:38:07Z,mkansara_6,ios,195986,US,172.58.237.220,unknown,Classy 101,Feid,Classy 101,spotify:track:6XSqqQIy7Lm7SnwxS4NrGx,,,,clickrow,trackdone,FALSE,FALSE,FALSE,1682271291,FALSE
2023-04-23T17:40:37Z,mkansara_6,ios,159680,US,172.58.237.220,unknown,Reckless & Sweet,Amaarae,Reckless & Sweet,spotify:track:0YF4MF77Kw8CMkZkfDFtlj,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1682271477,FALSE
2023-04-23T17:43:09Z,mkansara_6,ios,162230,US,172.58.237.220,unknown,Last Thing,Odeal,Last Thing,spotify:track:3wzSq2AgKp3KXVrAO6yj8h,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1682271627,FALSE
2023-04-23T17:46:38Z,mkansara_6,ios,219500,US,172.58.237.220,unknown,"Soweto (with Don Toliver, Rema & Tempoe)",Victony,"Soweto (with Don Toliver, Rema and Tempoe)",spotify:track:25Kyv5SeEenT0EETpP2hYn,,,,trackdone,trackdone,FALSE,FALSE,FALSE,1682271779,FALSE
2023-04-23T17:48:24Z,mkansara_6,ios,29184,US,24.45.74.97,unknown,Magic,Mannywellz,Magic,spotify:track:6pZ5mZ9vyL1LhnBhe9F0ab,,,,trackdone,unexpected-exit-while-paused,FALSE,FALSE,FALSE,1682271988,FALSE
2023-04-23T18:03:59Z,mkansara_6,ios,35607,US,172.58.233.8,unknown,El Gordo Trae El Mando,Chino Pacas,El Gordo Trae El Mando,spotify:track:3kf0WdFOalKWBkCCLJo4mA,,,,trackdone,endplay,FALSE,TRUE,FALSE,1682243815,FALSE
2023-04-23T18:04:49Z,mkansara_6,ios,49133,US,172.58.233.8,unknown,The Thrill,Wiz Khalifa,The Thrill,spotify:track:56oGoEjA9eTZYgsttEFKY3,,,,clickrow,fwdbtn,FALSE,TRUE,FALSE,1682273040,FALSE
2023-04-23T18:07:38Z,mkansara_6,ios,169552,US,172.58.233.8,unknown,WARNING,Karan Bhargava,US AGAINST THE WORLD,spotify:track:46dRzpoEnejRhz9TpmBxoz,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682273089,FALSE
2023-04-23T18:09:37Z,mkansara_6,ios,118421,US,172.58.233.8,unknown,SURREY AALE,Sharn,SURREY AALE,spotify:track:37lPezjU5ZTTh0H06HEFKb,,,,fwdbtn,backbtn,FALSE,TRUE,FALSE,1682273259,FALSE
2023-04-23T18:12:08Z,mkansara_6,ios,151510,US,172.58.233.8,unknown,WARNING,Karan Bhargava,US AGAINST THE WORLD,spotify:track:46dRzpoEnejRhz9TpmBxoz,,,,backbtn,fwdbtn,FALSE,TRUE,FALSE,1682273377,FALSE
2023-04-23T18:12:10Z,mkansara_6,ios,2043,US,172.58.233.8,unknown,SURREY AALE,Sharn,SURREY AALE,spotify:track:37lPezjU5ZTTh0H06HEFKb,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682273529,FALSE
2023-04-23T18:12:12Z,mkansara_6,ios,1369,US,172.58.233.8,unknown,El Gordo Trae El Mando,Chino Pacas,El Gordo Trae El Mando,spotify:track:3kf0WdFOalKWBkCCLJo4mA,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682273531,FALSE
2023-04-23T18:14:11Z,mkansara_6,ios,119489,US,172.58.233.8,unknown,Mi Amor,Sharn,Mi Amor,spotify:track:24MMjyA3NLqCsDJfsn51eg,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682273532,FALSE
2023-04-23T18:17:13Z,mkansara_6,ios,181824,US,172.58.233.8,unknown,Mas Alto Que El Everest,Jasiel Nuñez,Mas Alto Que El Everest,spotify:track:4GXiAl2kBRSC7HkeTeBhtq,,,,fwdbtn,trackdone,FALSE,FALSE,FALSE,1682273652,FALSE
2023-04-23T18:29:57Z,mkansara_6,ios,112545,US,172.58.232.160,unknown,Vibras,Jasiel Nuñez,Vibras,spotify:track:1JeZEBITR6xA1fTM7Jbttp,,,,trackdone,fwdbtn,FALSE,TRUE,FALSE,1682273833,FALSE
2023-04-23T18:30:19Z,mkansara_6,ios,23010,US,172.58.232.160,unknown,Ando Enfocado,Jaziel Avilez,Ando Enfocado,spotify:track:1Gm2qMRuxnuqnM62xyp89d,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682274597,FALSE
2023-04-23T18:31:09Z,mkansara_6,ios,50294,US,172.58.232.160,unknown,El Belicon,Peso Pluma,El Belicón,spotify:track:5bU6rOWXTwagpjUcGp7I8N,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682274620,FALSE
2023-04-23T18:31:11Z,mkansara_6,ios,1787,US,172.58.232.160,unknown,Las Morras,Peso Pluma,Las Morras,spotify:track:7Lkxvfl2rkNYWS4kBDCQtN,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682274670,FALSE
2023-04-23T18:32:23Z,mkansara_6,ios,71076,US,172.58.232.160,unknown,Rosa Pastel,Peso Pluma,Rosa Pastel,spotify:track:4LreWoO3cpgiIfrRwbOUSF,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682274672,FALSE
2023-04-23T18:32:24Z,mkansara_6,ios,1439,US,172.58.232.160,unknown,PRC,Peso Pluma,PRC,spotify:track:2mpoNBkngUEwnaKoBhZ0vl,,,,fwdbtn,backbtn,FALSE,TRUE,FALSE,1682274743,FALSE
2023-04-23T18:32:26Z,mkansara_6,ios,1369,US,172.58.232.160,unknown,Las Morras,Peso Pluma,Las Morras,spotify:track:7Lkxvfl2rkNYWS4kBDCQtN,,,,backbtn,backbtn,FALSE,TRUE,FALSE,1682274746,FALSE
2023-04-23T18:32:26Z,mkansara_6,ios,1323,US,172.58.232.160,unknown,Rosa Pastel,Peso Pluma,Rosa Pastel,spotify:track:4LreWoO3cpgiIfrRwbOUSF,,,,backbtn,backbtn,FALSE,TRUE,FALSE,1682274745,FALSE
2023-04-23T18:32:50Z,mkansara_6,ios,23846,US,172.58.232.160,unknown,El Belicon,Peso Pluma,El Belicón,spotify:track:5bU6rOWXTwagpjUcGp7I8N,,,,backbtn,endplay,FALSE,TRUE,FALSE,1682274747,FALSE
2023-04-23T18:37:30Z,mkansara_6,ios,279777,US,172.58.232.160,unknown,WARNING,Karan Bhargava,US AGAINST THE WORLD,spotify:track:46dRzpoEnejRhz9TpmBxoz,,,,clickrow,fwdbtn,FALSE,TRUE,FALSE,1682274771,FALSE
2023-04-23T18:37:49Z,mkansara_6,ios,18692,US,172.58.232.160,unknown,SURREY AALE,Sharn,SURREY AALE,spotify:track:37lPezjU5ZTTh0H06HEFKb,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682275051,FALSE
2023-04-23T18:38:19Z,mkansara_6,ios,30139,US,172.58.232.160,unknown,El Gordo Trae El Mando,Chino Pacas,El Gordo Trae El Mando,spotify:track:3kf0WdFOalKWBkCCLJo4mA,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682275070,FALSE
2023-04-23T18:38:20Z,mkansara_6,ios,882,US,172.58.232.160,unknown,Mi Amor,Sharn,Mi Amor,spotify:track:24MMjyA3NLqCsDJfsn51eg,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682275100,FALSE
2023-04-23T18:38:21Z,mkansara_6,ios,998,US,172.58.232.160,unknown,Mas Alto Que El Everest,Jasiel Nuñez,Mas Alto Que El Everest,spotify:track:4GXiAl2kBRSC7HkeTeBhtq,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682275101,FALSE
2023-04-23T18:38:23Z,mkansara_6,ios,1857,US,172.58.232.160,unknown,Vibras,Jasiel Nuñez,Vibras,spotify:track:1JeZEBITR6xA1fTM7Jbttp,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682275102,FALSE
2023-04-23T18:38:26Z,mkansara_6,ios,2391,US,172.58.232.160,unknown,Rosa Pastel,Peso Pluma,Rosa Pastel,spotify:track:4LreWoO3cpgiIfrRwbOUSF,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682275104,FALSE
2023-04-23T18:38:27Z,mkansara_6,ios,1323,US,172.58.232.160,unknown,PRC,Peso Pluma,PRC,spotify:track:2mpoNBkngUEwnaKoBhZ0vl,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682275106,FALSE
2023-04-23T18:38:30Z,mkansara_6,ios,2902,US,172.58.232.160,unknown,30,TiaCorine,34Corine,spotify:track:2fTGh0imCRgP2FcsLLlj01,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682275107,FALSE
2023-04-23T18:38:31Z,mkansara_6,ios,1091,US,172.58.232.160,unknown,LUV ME,OG Spliff,PRE ROLL,spotify:track:5R05zM2A2BUuTyPvyf6SsZ,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682275110,FALSE
2023-04-23T18:38:33Z,mkansara_6,ios,2136,US,172.58.232.160,unknown,FreakyT (Sped Up),TiaCorine,FreakyT (Sped Up),spotify:track:5ora1hAeubOxDDE29Jw4Er,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682275111,FALSE
2023-04-23T18:38:35Z,mkansara_6,ios,2136,US,172.58.232.160,unknown,FreakyT,TiaCorine,I Can't Wait,spotify:track:4CCrZzRdeWYrWJ0DoN4XCa,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682275114,FALSE
2023-04-23T18:38:37Z,mkansara_6,ios,1648,US,172.58.232.160,unknown,Andale,DJ Drama,I'M REALLY LIKE THAT,spotify:track:4EgZqNfwsDJ1HvvSMEXypp,,,,fwdbtn,fwdbtn,FALSE,TRUE,FALSE,1682275116,FALSE
